569|灰塵山|Garbodor|5|0|0|568
570|索羅亞|Zorua|5|0|0|
571|索羅亞克|Zoroark|5|0|0|570
572|泡沫栗鼠|Minccino|5|0|0|
573|奇諾栗鼠|Cinccino|5|0|0|572
574|哥德寶寶|Gothita|5|0|0|
575|哥德小童|Gothorita|5|0|0|574
576|哥德小姐|Gothitelle|5|0|0|575
577|單卵細胞球|Solosis|5|0|0|
578|雙卵細胞球|Duosion|5|0|0|577
579|人造細胞卵|Reuniclus|5|0|0|578
580|鴨寶寶|Ducklett|5|0|0|
581|舞天鵝|Swanna|5|0|0|580
582|迷你冰|Vanillite|5|0|0|
583|多多冰|Vanillish|5|0|0|582
584|雙倍多多冰|Vanilluxe|5|0|0|583
585|四季鹿|Deerling|5|0|0|
586|萌芽鹿|Sawsbuck|5|0|0|585
587|電飛鼠|Emolga|5|0|0|
588|蓋蓋蟲|Karrablast|5|0|0|
589|騎士蝸牛|Escavalier|5|0|0|588
590|哎呀球菇|Foongus|5|0|0|
591|敗露球菇|Amoonguss|5|0|0|590
592|輕飄飄|Frillish|5|0|0|
593|胖嘟嘟|Jellicent|5|0|0|592
594|保母曼波|Alomomola|5|0|0|
595|電電蟲|Joltik|5|0|0|
596|電蜘蛛|Galvantula|5|0|0|595
597|種子鐵球|Ferroseed|5|0|0|
598|堅果啞鈴|Ferrothorn|5|0|0|597
599|齒輪兒|Klink|5|0|0|
600|齒輪組|Klang|5|0|0|599
601|齒輪怪|Klinklang|5|0|0|600
602|麻麻小魚|Tynamo|5|0|0|
603|麻麻鰻|Eelektrik|5|0|0|602
604|麻麻鰻魚王|Eelektross|5|0|0|603
605|小灰怪|Elgyem|5|0|0|
606|大宇怪|Beheeyem|5|0|0|605
607|燭光靈|Litwick|5|0|0|
608|燈火幽靈|Lampent|5|0|0|607
609|水晶燈火靈|Chandelure|5|0|0|608
610|牙牙|Axew|5|0|0|
611|斧牙龍|Fraxure|5|0|0|610
612|雙斧戰龍|Haxorus|5|0|0|611
613|噴嚏熊|Cubchoo|5|0|0|
614|凍原熊|Beartic|5|0|0|613
615|幾何雪花|Cryogonal|5|0|0|
616|小嘴蝸|Shelmet|5|0|0|
617|敏捷蟲|Accelgor|5|0|0|616
618|泥巴魚|Stunfisk|5|0|0|
619|功夫鼬|Mienfoo|5|0|0|
620|師父鼬|Mienshao|5|0|0|619
621|赤面龍|Druddigon|5|0|0|
622|泥偶小人|Golett|5|0|0|
623|泥偶巨人|Golurk|5|0|0|622
624|駒刀小兵|Pawniard|5|0|0|
625|劈斬司令|Bisharp|5|0|0|624
626|爆炸頭水牛|Bouffalant|5|0|0|
627|毛頭小鷹|Rufflet|5|0|0|
628|勇士雄鷹|Braviary|5|0|0|627
629|禿鷹丫頭|Vullaby|5|0|0|
630|禿鷹娜|Mandibuzz|5|0|0|629
631|熔蟻獸|Heatmor|5|0|0|
632|鐵蟻|Durant|5|0|0|
633|單首龍|Deino|5|0|0|
634|雙首暴龍|Zweilous|5|0|0|633
635|三首惡龍|Hydreigon|5|0|0|634
